1.1.1			
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
ποτε	ποτε		ever, sometime
Θηβῶν	Θηβᾶς	Case: genitive, Gender: feminine, Number: plural	
Βοιωτίᾳ	Βοιωτία	Case: dative, Gender: feminine, Number: singular	Boeotia
1.13.2	1.13.2	Case: genitive, Gender: masculine, Number: singular	
Ἀντιόπη	Ἀντιόπη	Case: nominative, Gender: feminine, Number: singular	Antiope
πρότερον	πρότερος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	before, earlier
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
γυνὴ	γυνή	Case: nominative, Gender: feminine, Number: singular	a woman
Λύκου	Λύκου	Case: genitive, Gender: masculine, Number: singular	
1.13.3	1.13.3	Case: genitive, Gender: masculine, Number: singular	
Ἔπειτα	ἔπειτα		then, next
ἐκεῖνος	ἐκεῖνος	Case: genitive, Gender: neuter, Number: singular	that over there, that
ἀποπέμψας	ἀποπέμπω	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: active	to send off
Ἀντιόπην	Ἀντιόπην	Case: accusative, Gender: feminine, Number: singular	
Δίρκην	Δίρκη	Case: accusative, Gender: masculine, Number: singular	Dirce
ἔγημεν	γαμέω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to marry
1.13.4	1.13.4	Case: genitive, Gender: masculine, Number: singular	
Ἀμφίων	Ἀμφίων	Case: nominative, Gender: masculine, Number: singular	Amphion
Ζῆθος	Ζῆθος	Case: nominative, Gender: masculine, Number: singular	Zethus
υἱεῖς	υἱύς	Case: nominative, Gender: masculine, Number: plural	
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
Ἀντιόπης	Ἀντιόπης	Case: genitive, Gender: feminine, Number: singular	
1.13.5	1.13.5	Case: genitive, Gender: masculine, Number: singular	
Ἐτράφησαν	τρέσσω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: passive	
μέχρι	μέχρι		until (prep. and conj. w. aor.), as long as (conj. w. pres.)
ἥβης	ἥβη	Case: genitive, Gender: feminine, Number: singular	manhood, youthful prime, youth
Κιθαιρῶνι	Κιθαιρῶνις	Case: dative, Gender: masculine, Number: singular	
1.13.6	1.13.6	Case: genitive, Gender: masculine, Number: singular	
Μαθόντες	Μαθόντος	Case: nominative, Gender: masculine, Number: plural	
ὅθεν	ὅθεν	PrononimalType: relative	from where, whence
πεφύκασιν	φυκάζω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	
ἐβουλεύσαντο	βουλεύω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	to take counsel, deliberate, concert measures
μητρὶ	μήτηρ	Case: dative, Gender: feminine, Number: singular	a mother
τιμωρεῖν	τιμωρέω	Tense: present, VerbForm: infinitive, Voice: active	to seek, exact vengeance; help to retaliate
1.13.7	1.13.7	Case: genitive, Gender: masculine, Number: singular	
Ἐπορεύθησαν	πορεύομαι	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: passive	
τάχιστα	ταχέως	Degree: superlative	
Θήβας	Θῆβαι	Case: accusative, Gender: feminine, Number: plural	Thebes (usu. plural)
1.13.8	1.13.8	Case: genitive, Gender: masculine, Number: singular	
Προσβολὴν	Προσβολή	Case: accusative, Gender: feminine, Number: singular	
ποιησάμενοι	ποιέω	Aspect: perfective, Case: nominative, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: middle	to make, to do
κατέλαβον	καταλαμβάνω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to seize upon, lay hold of
πόλιν	πόλις	Case: accusative, Gender: feminine, Number: singular	a city
1.13.9	1.13.9	Case: genitive, Gender: masculine, Number: singular	
Ἔδοξεν	δοκέω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	seem, impers. it seems best..
αὐτοῖς	αὐτός	Case: dative, Gender: masculine, Number: plural, Person: third, PrononimalType: personal	unemph. 3rd pers.pronoun; -self; the same 
Δίρκην	Δίρκη	Case: accusative, Gender: feminine, Number: singular	Dirce
τιμωρεῖσθαι	τιμωρέω	Tense: present, VerbForm: infinitive, Voice: middle	to seek, exact vengeance; help to retaliate
1.13.10	1.13.10	Case: genitive, Gender: masculine, Number: singular	
Ἐπὶ	ἐπί		on, upon with gen., dat., and acc.
ταύρου	ταῦρος	Case: genitive, Gender: masculine, Number: singular	a bull
βίᾳ	βία	Case: dative, Gender: feminine, Number: singular	bodily strength, force, power, might
ἐκρᾶτησαν	κρᾶτω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.13.11	1.13.11	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
ταῦρος	ταῦρος	Case: nominative, Gender: masculine, Number: singular	a bull
μέγας	μέγας	Case: nominative, Degree: positive, Gender: masculine, Number: singular	big, great
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
δεινός	δεινός	Case: nominative, Degree: positive, Gender: masculine, Number: singular	fearful, terrible, dread, dire
1.13.12	1.13.12	Case: genitive, Gender: masculine, Number: singular	
Δίρκην	Δίρκη	Case: accusative, Gender: feminine, Number: singular	Dirce
προσῆψαν	προσήπτω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	
σπάρτῳ	σπάρτον	Case: dative, Gender: neuter, Number: singular	a rope, cable
1.13.13	1.13.13	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Αὐτὴν	αὐτός	Case: accusative, Gender: feminine, Number: singular	unemph. 3rd pers.pronoun; -self; the same 
πολλὰ	πολύς	Case: accusative, Degree: positive, Gender: neuter, Number: plural	much, many
πάσχουσαν	πάσχω	Case: accusative, Gender: feminine, Number: singular, Tense: present, VerbForm: participle, Voice: active	to experience, to suffer
ταῦρος	ταῦρος	Case: nominative, Gender: masculine, Number: singular	a bull
παρείλκυσεν	παρειλκύω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.13.14	1.13.14	Case: genitive, Gender: masculine, Number: singular	
Ἄλλους	ἅλλος	Case: accusative, Gender: masculine, Number: plural	
ἀδικήσασα	ἀδικέω	Aspect: perfective, Case: nominative, Gender: feminine, Number: singular, Tense: past, VerbForm: participle, Voice: active	to do wrong
αὐτὴ	αὐτός	Case: nominative, Gender: feminine, Number: singular, Person: third, PrononimalType: personal	unemph. 3rd pers.pronoun; -self; the same 
ἀπώλετο	ἀπόλλυμι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	to destroy, kill; to lose
1.13.15	1.13.15	Case: genitive, Gender: masculine, Number: singular	
νεανίαι	νεανίης	Case: nominative, Gender: masculine, Number: plural	
σῶμα	σῶμα	Case: accusative, Gender: neuter, Number: singular	the body
κρήνην	κρήνη	Case: accusative, Gender: feminine, Number: singular	a well, spring, fountain
κατέβαλον	καταβάλλω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to throw down, overthrow
1.13.16	1.13.16	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Ὅθεν	ὅθεν	PrononimalType: relative	from where, whence
κρήνη	κρήνη	Case: nominative, Gender: feminine, Number: singular	a well, spring, fountain
Διρκαιά	Διρκαῖος	Case: nominative, Degree: positive, Gender: feminine, Number: singular	of Dirke, Dircaean
ἐπωνομάσθη	πωνομάζω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: passive	
1.14.0	1.14.0	Case: genitive, Gender: masculine, Number: singular	
Niobe	Niος	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.14.1	1.14.1	Case: genitive, Gender: masculine, Number: singular	
Ἀποκτείνας	ἀποκτείνω	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: active	to kill, slay
Λύκον	Λύκονα	Case: accusative, Gender: masculine, Number: singular	
Ἀμφίων	Ἀμφίων	Case: nominative, Gender: masculine, Number: singular	Amphion
βασιλεὺς	βασιλεύς	Case: nominative, Gender: masculine, Number: singular	a king, chief
ἐγένετο	γίγνομαι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	become, be born
Θηβῶν	Θηβῶν	Case: genitive, Gender: feminine, Number: plural	
1.14.2	1.14.2	Case: genitive, Gender: masculine, Number: singular	
Ἑρμῆς	Ἑρμῆς	Case: nominative, Gender: masculine, Number: singular	Hermes; a statue or bust of Hermes
λύραν	λύρα	Case: accusative, Gender: feminine, Number: singular	lyre
ἀπέδωκε	ἀποδίδωμι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to give back, give what is due; (mid.) sell
Ἀμφίονι	Ἀμφίονις	Case: dative, Gender: masculine, Number: singular	
1.14.3	1.14.3	Case: genitive, Gender: masculine, Number: singular	
ἔχων	ἔχω	Case: nominative, Gender: masculine, Number: singular, Tense: present, VerbForm: participle, Voice: active	have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)
θαυμάσιόν	θαυμάσιος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	wondrous, wonderful, marvellous
ποιῆσαι	ποιέω	Aspect: perfective, Tense: past, VerbForm: infinitive, Voice: active	to make, to do
λέγεται	λέγω	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: middle	to say, tell, speak; epic and arch.: pick, gather
1.14.4	1.14.4	Case: genitive, Gender: masculine, Number: singular	
τείχους	τεῖχος	Case: genitive, Gender: neuter, Number: singular	a wall
αὐτοὶ	αὐτοὶ		
ἕκαστος	ἕκαστος	Case: nominative, Degree: positive, Gender: masculine, Number: singular	every, every one, each, each one
καθήκοντα	καθήκω	Case: accusative, Gender: masculine, Number: singular, Tense: present, VerbForm: participle, Voice: active	to have come; to suit, to belong to, be one’s duty
τόπον	τόπον	Case: accusative, Gender: masculine, Number: singular	
ἐκινήθησαν	κινέω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: passive	to set in motion, to move
1.14.5	1.14.5	Case: genitive, Gender: masculine, Number: singular	
Ἔγημεν	γαμέω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to marry
Ἀμφίων	Ἀμφίων	Case: nominative, Gender: masculine, Number: singular	Amphion
Νιόβην	Νιόβη	Case: accusative, Gender: masculine, Number: singular	Niobe
Ταντάλου	Τάνταλος	Case: genitive, Gender: masculine, Number: singular	Tantalus
θυγατέρα	θυγάτηρ	Case: accusative, Gender: feminine, Number: singular	a daughter
1.14.6	1.14.6	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Πολλοὺς	Πολλός	Case: accusative, Degree: positive, Gender: masculine, Number: plural	
ἔσχον	ἔχω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)
υἱεῖς	υἱύς	Case: accusative, Gender: masculine, Number: plural	
θυγατέρας	θυγατέρα	Case: accusative, Gender: feminine, Number: plural	
1.14.7	1.14.7	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Ἐπὶ	ἐπί		on, upon with gen., dat., and acc.
λίαν	λίαν		very, exceedingly
ἐσεμνύνετο	σεμνύνω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	to exalt, magnify
Νιόβη	Νιόβη	Case: nominative, Gender: masculine, Number: singular	Niobe
1.14.8	1.14.8	Case: genitive, Gender: masculine, Number: singular	
Λητοῖ	Λητός	Case: nominative, Gender: masculine, Number: plural	
δύο	δύο		two
μόνον	μόνος	Case: accusative, Degree: positive, Gender: neuter, Number: singular	alone, left alone, forsaken solitary
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
τέκνα	τέκνη	Case: nominative, Gender: neuter, Number: plural	
1.14.9	1.14.9	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Λητὼ	Λήτω	Case: nominative, Gender: feminine, Number: singular	
μήτηρ	μήτηρ	Case: nominative, Gender: feminine, Number: singular	a mother
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
Ἀπόλλωνος	Ἀπόλλων	Case: genitive, Gender: masculine, Number: singular	Apollo
Ἀρτέμιδος	Ἀρτέμιδος	Case: genitive, Gender: feminine, Number: singular	
1.14.10	1.14.10	Case: genitive, Gender: feminine, Number: singular	
θεοὶ	θεός	Case: nominative, Gender: masculine, Number: plural	god
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
ἀμφότεροι	ἀμφότεροι	Case: nominative, Degree: positive, Gender: masculine, Number: plural	
1.14.11	1.14.11	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Νιόβη	Νιόβη	Case: nominative, Gender: feminine, Number: singular	Niobe
ἔλεξε	λέγω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to say, tell, speak; epic and arch.: pick, gather
μεγαλαυχουμένη	μεγαλαυχάνω	Case: nominative, Gender: feminine, Number: singular, Tense: present, VerbForm: participle, Voice: middle	
τέκνα	τέκνον	Case: nominative, Gender: neuter, Number: plural	a child
καλλίω	καλός	Case: nominative, Degree: positive, Gender: neuter, Number: plural	beautiful
ἐστὶν	εἰμί	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: active	to be
ἐκείνης	ἐκείνος	Case: genitive, Gender: feminine, Number: singular	
1.14.12	1.14.12	Case: genitive, Gender: feminine, Number: singular	
Λητὼ	Λήτω	Case: nominative, Gender: feminine, Number: singular	
ἀπέπεμψεν	ἀποπέμπω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to send off
Θήβας	Θῆβαι	Case: accusative, Gender: feminine, Number: plural	Thebes (usu. plural)
Ἀπόλλωνα	Ἀπόλλων	Case: accusative, Gender: masculine, Number: singular	Apollo
Ἀρτέμιδα	Ἀρτέμιδαι	Case: accusative, Gender: feminine, Number: singular	
1.14.13	1.14.13	Case: genitive, Gender: feminine, Number: singular	
ἀφικόμενοι	ἀφικνέομαι	Aspect: perfective, Case: nominative, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: middle	to come to
ἀπέκτειναν	ἀποκτείνω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to kill, slay
πάντα	πᾶς	Case: accusative, Gender: neuter, Number: plural	all, the whole
Νιόβης	Νιόβη	Case: genitive, Gender: masculine, Number: singular	Niobe
τέκνα	τέκνη	Case: accusative, Gender: neuter, Number: plural	
1.14.14	1.14.14	Case: genitive, Degree: positive, Gender: neuter, Number: singular	
Ζεὺς	Ζεύς	Case: nominative, Gender: masculine, Number: singular	Zeus
Νιόβην	Νιόβη	Case: accusative, Gender: feminine, Number: singular	Niobe
πέτραν	πέτρα	Case: accusative, Gender: feminine, Number: singular	a rock, a ledge
μετέβαλεν	μεταβαίνω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to pass over from one place to another
1.14.15	1.14.15	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Πηγαὶ	πηγαί	Case: nominative, Number: plural	
ἀεὶ	ἀεί		always, for ever
αὐτῆς	αὐτός	Case: genitive, Gender: feminine, Number: singular, Person: third, PrononimalType: personal	unemph. 3rd pers.pronoun; -self; the same 
ἀπορρέουσι	ἀπορρέω	Mood: indicative, Number: plural, Person: third, Tense: present, VerbForm: finite, Voice: active	to flow
θέρους	θέρος	Case: genitive, Gender: neuter, Number: singular	summer, summertime; harvest, crop
1.14.16	1.14.16	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Ἀμφίων	Ἀμφίων	Case: nominative, Gender: masculine, Number: singular	Amphion
ὑφ	ὗς	Case: accusative, Gender: masculine, Number: singular	wild swine
αὑτοῦ	αὑτός	Case: genitive, Gender: masculine, Number: singular, Person: third, PrononimalType: personal, Reflexive: pos	the same (crasis of ὁ αὐτός)
ἀπέθανεν	ἀποθνῄσκω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to die, be killed
1.15.0	1.15.0	Case: genitive, Gender: masculine, Number: singular	
Garments	Garments	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.15.1	1.15.1	Case: genitive, Gender: masculine, Number: singular	
Ῥωμαῖοι	Ῥωμαῖος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	a Roman
Ελληνες	Ελλην	Case: nominative, Gender: masculine, Number: plural	
ἐφόρουν	φορέω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to bear
ἐσθῆτα	ἐσθής	Case: accusative, Gender: feminine, Number: singular	dress, clothing, raiment
καλήν	καλός	Case: accusative, Degree: positive, Gender: feminine, Number: singular	beautiful
1.15.2	1.15.2	Case: genitive, Gender: feminine, Number: singular	
Ἑτέρα	ἕτερος	Case: nominative, Degree: positive, Gender: feminine, Number: singular	the one; the other (of two)
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
τότε	τότε		at that time, then
νῦν	νῦν		now at this very time
ἐσθής	ἐσθής	Case: genitive, Gender: feminine, Number: singular	dress, clothing, raiment
1.15.3	1.15.3	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
ὑποκριταὶ	ὑποκριτής	Case: nominative, Gender: masculine, Number: plural	an interpreter, actor
πολλάκις	πολλάκις		many times, often, oft
εἶχον	ἔχω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)
χιτῶνα	χιτών	Case: accusative, Gender: masculine, Number: singular	the garment worn next the skin, a frock
1.15.4	1.15.4	Case: genitive, Gender: masculine, Number: singular	
Ὑπὲρ	ὑπέρ		over, above, w. gen, over, beyond, w. acc.
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
χλαμὺς	χλαμύς	Case: nominative, Gender: feminine, Number: singular	a short mantle
ἱμάτιον	ἱμάτιον	Case: nominative, Gender: neuter, Number: singular	an outer garment, a cloak
1.15.5	1.15.5	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
λαμπρὸν	λαμπρός	Case: nominative, Degree: positive, Gender: neuter, Number: singular	bright, brilliant, radiant
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
εἶδος	εἶδος	Case: nominative, Gender: neuter, Number: singular	that which is seen, form, shape, figure
1.15.6	1.15.6	Case: genitive, Gender: masculine, Number: singular	
Πολὺ	πολύς	Case: nominative, Degree: positive, Gender: neuter, Number: singular	much, many
διαφέρει	διαφέρω	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: active	to carry through; be different from, excel
μορφῇ	μορφή	Case: dative, Gender: feminine, Number: singular	form, shape
1.15.7	1.15.7	Case: genitive, Gender: masculine, Number: singular	
γυναῖκες	γυνή	Case: nominative, Gender: feminine, Number: plural	a woman
ἐνεδύοντο	ἐνδύω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	to go into
ἐνίοτε	ἐνίοτε		sometimes
σύρμα	σύρμα	Case: accusative, Gender: neuter, Number: singular	anything trailed
1.15.8	1.15.8	Case: genitive, Gender: masculine, Number: singular	
στρατηγοὶ	στρατηγός	Case: nominative, Gender: masculine, Number: plural	the leader
ἔφηβοι	ἔφηβος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	one arrived at puberty
χλαμύδα	χλαμύς	Case: accusative, Gender: feminine, Number: singular	a short mantle
ἐφόρουν	φορούνω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.15.9	1.15.9	Case: genitive, Gender: masculine, Number: singular	
Τί	τίς	Case: nominative, Gender: neuter, Number: singular, PrononimalType: interrogative	who? which?
δῆτα	δῆτα		certainly, to be sure, of course
χαριέστερόν	χαρίεστερος	Case: nominative, Degree: comparative, Gender: neuter, Number: singular	
ἐστι	εἰμί	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: active	to be
τότε	τότε		at that time, then
Ἑλλήνων	Ἕλλην	Case: genitive, Gender: masculine, Number: plural	Hellen; Greek
ἐσθῆτος;	ἐσθής	Case: nominative, Gender: masculine, Number: singular	dress, clothing, raiment
1.16.0	1.16.0	Case: genitive, Gender: masculine, Number: singular	
Delphi	Delphi	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.16.1	1.16.1	Case: genitive, Gender: masculine, Number: singular	
Νεώς	Νεώς	Case: genitive, Gender: masculine, Number: singular	
Ἀπόλλωνος	Ἀπόλλων	Case: genitive, Gender: masculine, Number: singular	Apollo
ἐτέθη	τίθημι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: passive	to set, put, place
Δελφοῖς	Δελφοί	Case: dative, Gender: masculine, Number: plural	Delphi; Delphians
1.16.2	1.16.2	Case: genitive, Gender: masculine, Number: singular	
Ἐκεῖ	ἐκεῖ		there, in that place
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
μαντεῖον	μαντεῖον	Case: nominative, Gender: neuter, Number: singular	an oracle
εὐκλεέστατον	εὐκλεής	Case: accusative, Degree: superlative, Gender: neuter, Number: singular	of good report, famous, glorious
πάντων	πᾶς	Case: genitive, Gender: masculine, Number: plural	all, the whole
1.16.3	1.16.3	Case: genitive, Gender: masculine, Number: singular	
Δυνατοὶ	Δυνατός	Case: nominative, Gender: masculine, Number: plural	
βασιλεῖς	βασιλεύς	Case: nominative, Gender: masculine, Number: plural	a king, chief
ἔπεμπον	πέμπω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to send, despatch
πιστοὺς	πιστός	Case: accusative, Degree: positive, Gender: masculine, Number: plural	liquid (medicines)
ἀγγέλους	ἄγγελος	Case: accusative, Gender: masculine, Number: plural	a messenger, envoy
μαντεῖον	μαντεῖον	Case: accusative, Gender: neuter, Number: singular	an oracle
1.16.4	1.16.4	Case: genitive, Gender: masculine, Number: singular	
ἄγγελοι	ἄγγελος	Case: nominative, Gender: masculine, Number: plural	a messenger, envoy
ἑκάστοτε	ἑκάστοτε		each time, on each occasion
προσέφερον	προσφέρω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to bring to
θεῷ	θεός	Case: dative, Gender: masculine, Number: singular	god
μεγάλα	μέγας	Case: accusative, Degree: positive, Gender: neuter, Number: plural	big, great
πολυτελῆ	πολυτελής	Case: accusative, Degree: positive, Gender: neuter, Number: plural	very expensive, very costly
δῶρα	δῶρον	Case: accusative, Gender: neuter, Number: plural	a gift, present
1.16.5	1.16.5	Case: genitive, Degree: positive, Gender: neuter, Number: singular	
ἐγένετο	γίγνομαι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	become, be born
πλουσιώτατον	πλουσίωταρος	Case: nominative, Degree: superlative, Gender: neuter, Number: singular	
1.16.6	1.16.6	Case: genitive, Gender: masculine, Number: singular	
χρυσὸς	χρυσός	Case: nominative, Gender: masculine, Number: singular	gold
ἐσώζετο	σῴζω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: middle	to save, keep
θησαυροῖς	θησαυρός	Case: dative, Gender: masculine, Number: plural	a store laid up, treasure
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
τρεῖς	τρεῖς	Case: nominative, Gender: masculine, Number: plural	three
δέκα	δέκα	Case: nominative, Gender: masculine, Number: singular	
1.16.7	1.16.7	Case: genitive, Gender: masculine, Number: singular	
ἱέρεια	ἱέρειον	Case: nominative, Gender: feminine, Number: singular	
ἐκάθιζε	καθίζω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to make to sit down, seat
τρίποδα	τρίπους	Case: accusative, Gender: masculine, Number: singular	three-footed, of or with three feet (n. a tripod)
χαλκοῦν	χαλκός	Case: accusative, Gender: masculine, Number: singular	copper
1.16.8	1.16.8	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Πνεῦμά	Πνεῦμα	Case: nominative, Gender: neuter, Number: singular	
θερμὸν	θερμός	Case: nominative, Degree: positive, Gender: neuter, Number: singular	hot, warm
χάσμα	χάσμα	Case: accusative, Gender: neuter, Number: singular	a yawning hollow, chasm, gulf
γῆς	γῆ	Case: genitive, Gender: feminine, Number: singular	earth
ἀναφερόμενον	ἀναφέρω	Case: nominative, Gender: neuter, Number: singular, Tense: present, VerbForm: participle, Voice: passive	to bring up, bring back
ἐπῆρε	ἐπαίρω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to lift up and set on
ἱέρειαν	ἱέρειαν	Case: accusative, Gender: feminine, Number: singular	
1.16.9	1.16.9	Case: genitive, Gender: masculine, Number: singular	
τρίπους	τρίπους	Case: nominative, Gender: masculine, Number: singular	three-footed, of or with three feet (n. a tripod)
Βυζαντίῳ	Βυζάντιον	Case: dative, Gender: neuter, Number: singular	Byzantium (no LSJ entry; see Byzantium)
ἕστηκεν	ἵστημι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to make to stand
1.17.0	1.17.0	Case: genitive, Gender: masculine, Number: singular	
Theatre	Theatre	Case: genitive, Gender: masculine, Number: singular	
Dionysus	Dionysus	Case: genitive, Gender: masculine, Number: singular	
1.17.1	1.17.1	Case: genitive, Gender: masculine, Number: singular	
Ἀθήναις	Ἀθῆναι	Case: dative, Gender: feminine, Number: plural	the city of Athens
ἵσταται	ἵστημι	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: passive	to make to stand
μέγα	μέγας	Case: nominative, Degree: positive, Gender: neuter, Number: singular	big, great
θέατρον	θέατρον	Case: nominative, Gender: neuter, Number: singular	a place for seeing
Διονύσου	Διονύσους	Case: genitive, Gender: masculine, Number: singular	
1.17.2	1.17.2	Case: genitive, Gender: masculine, Number: singular	
κοῖλον	κοίλος	Case: nominative, Gender: neuter, Number: singular	
ἐτμήθη	τίθημι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: passive	to set, put, place
Ἀκροπόλεως	Ἀκρόπολις	Case: genitive, Gender: feminine, Number: singular	
πέτρου	πέτρον	Case: genitive, Gender: neuter, Number: singular	
